Luzianne Tea, Cold Brew, Bags, Family Size	22 tea bags [4.35 oz (123 g)]		http://www.publix.com/images/products/195000/197948-600x600-A.jpg	Nutrition Facts Serving Size 1 tea bag (5.6g) Servings Per Container 88 Amount Per Serving Calories from Fat 0 Calories 0 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0% Sodium 0mg 0% Total Carbohydrates 0g 0% Dietary Fiber Sugars 0g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Orange Pekoe And Pekoe Cut Black Tea, Tea Extract And Natural Flavor.	
Caribbean Dreams Herbal Tea, Detox, Bags	20 tea bags [1.41 oz (40 g)]		http://www.publix.com/images/products/820000/821741-600x600-A.jpg	Nutrition Facts Serving Size 1 Package(s) (2g) Servings Per Container 20 Amount Per Serving Calories from Fat 0 Calories 0 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 0% Sodium 0mg 0% Potassium 15mg 0% Total Carbohydrates 0g 0% Dietary Fiber 0g Sugars 0g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Peppermint Leaves, Burdock Root, Bearberry Leaves, Sarsaparilla Root, Buckthorn Bark And Senna Leaves.	
Tazo Keurig Hot Black Tea, Awake English Breakfast, K-Cup Pods Capsules	10 - 0.15 oz (4.3 g) pods [1.51 oz (43 g)]	A black tea of malty boldness & bright flavour. For use in all Keurig K-Cup brewers. This package is made with a minimum of 35% post-consumer materials. To learn more, visit us at tazo.com. For brewer inquiries contact: 1-866-901-Brew/1-866-901-2739. www.Keurig.com. The sun peeks over the horizon, a star streaks the sky and the world begins anew. This bold and flavourful blend of black teas will send you down the day's path wondering where it will take you and whether to bring a friend. Caffeine Guide: 61+ mg. Values are based on a 8 fl oz (236 ml) serving and reflect our standard brewing methods. A standard 8 fl oz (236 ml) drip coffee contains 150 mg caffeine. Visit tazo.com. So you can sip blissfully, we source naturally. Printed in the USA.Show Lesseine Guide: 61+ mg. Values are based on a 8 fl oz (236 ml) serving and reflect our standard brewing methods. A standard 8 fl oz (236 ml) drip coffee contains 150 mg caffeine. Visit tazo.com. So you can sip blissfully, we source naturally. Printed in the USA.	http://www.publix.com/images/products/195000/196462-600x600-A.jpg		A Blend of Black Teas.	
Badia Tea, Linden Leaves, No Caffeine, Bags	10 - 0.045 oz (1 g) tea bags		http://www.publix.com/images/products/305000/306540-600x600-A.jpg	Nutrition Facts Serving Size 1 Bag(s) (1.3g) Servings Per Container 10 Amount Per Serving Calories from Fat 0 Calories 0 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 0% Sodium 0mg 0% Total Carbohydrates 0g 0% Dietary Fiber 0g Sugars 0g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Linden Leaves & Orange Leaves.	
Twinings Classics Black Tea, Irish Breakfast, Naturally Decaffeinated, Bags	20 tea bags [1.41 oz (40 g)]	By appointment to Her Majesty Queen Elizabeth II - Tea & Coffee Merchants R. Twining and Company Limited. London. Estd. 1706. 216 The Strand, London WC2, England. Fine black tea expertly blended to deliver a full-bodied tea with a robust taste and hearty aroma. Robust tea strength. Individual tea bags sealed for freshness. Find out about our membership of: www.ethicalteapartnership.org. Working for a responsible tea industry. The Irish really love their tea. In fact, they are amongst the most frequent tea drinkers around the world. In celebration of this tradition, Twinings Irish Breakfast Tea is specially blended to deliver a full-bodied tea with a robust taste and hearty aroma. Tea is a natural source of antioxidants. Classics Traditional Style Black Teas: For over 300 years, Twinings has been sourcing and blending the finest, high-quality teas from around the globe to ensure that your tea has the perfect balance of tea taste, flavour and aroma. Twinings blends to perfection the finest black teas to give you a line of great-tasting teas with an enticing flavour, fresh taste and invigorating aroma. The Twinings Story: In 1706 Thomas Twining began selling fine tea from an English storefront in The Strand, London. Today, Twinings still sells some of the world's best teas from the original store and in more than 100 countries throughout the world. Classics: Traditional style black teas. To discover more about these fine teas, please visit us at www.twiningsusa.com. For questions or comments, please contact us at: Twinings North America, Inc., 777 Passaic Avenue, Clifton, NJ 07012. www.twiningsusa.com or call us at 1-800-803-6695. Blended and packed by R. Twining and Company Limited, London, WC2R IAP, England.Show Lesst frequent tea drinkers around the world. In celebration of this tradition, Twinings Irish Breakfast Tea is specially blended to deliver a full-bodied tea with a robust taste and hearty aroma. Tea is a natural source of antioxidants. Classics Traditional Style Black Teas: For over 300 years, Twinings has been sourcing and blending the finest, high-quality teas from around the globe to ensure that your tea has the perfect balance of tea taste, flavour and aroma. Twinings blends to perfection the finest black teas to give you a line of great-tasting teas with an enticing flavour, fresh taste and invigorating aroma. The Twinings Story: In 1706 Thomas Twining began selling fine tea from an English storefront in The Strand, London. Today, Twinings still sells some of the world's best teas from the original store and in more than 100 countries throughout the world. Classics: Traditional style black teas. To discover more about these fine teas, please visit us at www.twiningsusa.com. For questions or comments, please contact us at: Twinings North America, Inc., 777 Passaic Avenue, Clifton, NJ 07012. www.twiningsusa.com or call us at 1-800-803-6695. Blended and packed by R. Twining and Company Limited, London, WC2R IAP, England.	http://www.publix.com/images/products/710000/713195-600x600-A.jpg			
Traditional Medicinals Herbal Tea, Organic, Chamomile, Naturally Caffeine Free, Bags	16 bags [0.74 oz (20.8 g)]	Herbal Supplement. Herbal teas. Wrapped tea bags. Fair Trade Certified. Non GMO Project verified. nongmoproject.org. USDA organic. Created by herbalists. Since 1974. Non-GMO project verified tea bag & string. Matricaria recutita. Personality: An all-around classic - lovely and gentle. Herbal Power: Calms your nervous system, soothes and supports your digestion. Reason to Love: One of the most widely used and well-loved herbs of the world, we adore chamomile for its mildly bittersweet, flowery taste and its ability to soothe and calm the body, mind and spirit. Our chamomile is a cut above the common chamomile you'll find in most teas. Made from only the white and yellow, tiny, daisy-like flowers (no stems and leaves here), we think of our chamomile tea as a cup of peaceful, easy feelings-plain and simple. Taste: Fragrantly floral, honey-like and bittersweet. It's not easy being blue - chamomile's soothing properties can be attributed, in part, to the essential oil, which, when extracted, is an amazing blue color. Concentrated in the flowering tops, we look for chamomile with high amounts of this blue oil, so every cup of our tea will surely soothe your system. Don't worry though - your tea won't turn blue. Some of our favorite chamomile comes from organic, Fair Trade Certified farms in Egypt's fertile Nile River Valley, where the farmers and the plants enjoy a better quality of life. www.traditionalmedicinals.com. We've Got the Right Stuff: We raise the bar. The quality standard of the herbs we use is hard to pronounce, difficult to meet, and it's what makes us different, better. We're not ashamed to say it. Pharmacopoeial: it's the only quality standard our herbalists can rely on when blending teas for your health and wellness. Certified by the California Certified Organic Farmers (CCOF). All ingredients certified organic. www.fairtradeusa.org. Certified B Corporation. Reduce, Reuse Recycle: 100% recycled carton (at least 35% verified post-consumer waste). 100% Renewable Energy: This product is manufactured using a mix of renewable energy including solar. Compostable Tea Bags: Tea bags are compostable and Non-GMO Project Verified. (These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure or prevent any disease.)Show Lessy taste and its ability to soothe and calm the body, mind and spirit. Our chamomile is a cut above the common chamomile you'll find in most teas. Made from only the white and yellow, tiny, daisy-like flowers (no stems and leaves here), we think of our chamomile tea as a cup of peaceful, easy feelings-plain and simple. Taste: Fragrantly floral, honey-like and bittersweet. It's not easy being blue - chamomile's soothing properties can be attributed, in part, to the essential oil, which, when extracted, is an amazing blue color. Concentrated in the flowering tops, we look for chamomile with high amounts of this blue oil, so every cup of our tea will surely soothe your system. Don't worry though - your tea won't turn blue. Some of our favorite chamomile comes from organic, Fair Trade Certified farms in Egypt's fertile Nile River Valley, where the farmers and the plants enjoy a better quality of life. www.traditionalmedicinals.com. We've Got the Right Stuff: We raise the bar. The quality standard of the herbs we use is hard to pronounce, difficult to meet, and it's what makes us different, better. We're not ashamed to say it. Pharmacopoeial: it's the only quality standard our herbalists can rely on when blending teas for your health and wellness. Certified by the California Certified Organic Farmers (CCOF). All ingredients certified organic. www.fairtradeusa.org. Certified B Corporation. Reduce, Reuse Recycle: 100% recycled carton (at least 35% verified post-consumer waste). 100% Renewable Energy: This product is manufactured using a mix of renewable energy including solar. Compostable Tea Bags: Tea bags are compostable and Non-GMO Project Verified. (These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure or prevent any disease.)	http://www.publix.com/images/products/915000/919605-600x600-A.jpg			
Cruz De Malta Herbal Tea, Traditional Yerba Mate	17.6 oz (500 g)		http://www.publix.com/images/products/145000/149946-600x600-A.jpg	Nutrition Facts Leaves Serving Size about 20 teaspoons (50g) Servings Per Container 10 Amount Per Serving Calories from Fat 20 Calories 70 % Daily Value* 3% Total Fat 2g 10% Saturated Fat 2g Trans Fat 0g 0% Cholesterol 0mg 0% Sodium 0mg 10% Total Carbohydrates 29g 88% Dietary Fiber 22g Sugars 7g Protein 5g 20% Vitamin A 8% Vitamin C 45% Calcium 67% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Yerba Mate (Illex Paraguariensis Var. Saint Hilaire).	
Twinings Black Tea, 100% Pure, Irish Breakfast, Bags	50 bags [3.53 oz (100 g)]	Experience the bold, rich taste of this hearty tea. New. By appointment to her majesty Queen Elizabeth II. Tea and coffee merchants R. Twining and Company Limited, London. Estd. 1706. Tea Profile: Strength; Notes - thick, malty, full-bodied; Origins - Kenya, Indonesia, Assam and China. Individual tea bags sealed for freshness. For questions or comments, please contact us at: www.twiningsusa.com or call us at 1-800-803-6695. Master Blender's Notes: Notes - thick, malty, full-bodied; Color - bright, coppery-red; Strength - 4 leaf; Steep Time - 4 minutes (recommended). Our Irish breakfast tea pays tribute to the Irish, who are well-known for their love of strong teas. This blend combines teas carefully selected from four distinct regions to give it added body, flavor and strength. The bold taste originates from teas grown in the tropical climate of Assam and the rich, amber color from teas grown in the fertile terra rossa soil of Kenya. The hardiness from these regions is complemented by the softer and more subtle teas from Indonesia and China to yield a full-bodied tea with a smooth finish - Georgina Durnford - Master Blender. Explore the entire world of Twinings 100% Pure Black Teas. Enjoy all 50+ varieties of Twinings Premium Teas. Black. Green. Herbal. Chai. K-Cup Packs. Organic & Fair Trade Certified Cold Brewed Iced Tea. To discover more about these fine teas, please visit us at www.twiningsusa.com. The Twinings of London Story: In 1706, Thomas Twining began selling fine tea from an English storefront in The Strand, London. Today, Twinings continues to sell some of the world's best teas from the original store and in more than 100 countries throughout the world. Find out about our membership of: www.ethicalteapartnership.org working for a responsible tea industry. Over 300 years of experience.Show Lesst, coppery-red; Strength - 4 leaf; Steep Time - 4 minutes (recommended). Our Irish breakfast tea pays tribute to the Irish, who are well-known for their love of strong teas. This blend combines teas carefully selected from four distinct regions to give it added body, flavor and strength. The bold taste originates from teas grown in the tropical climate of Assam and the rich, amber color from teas grown in the fertile terra rossa soil of Kenya. The hardiness from these regions is complemented by the softer and more subtle teas from Indonesia and China to yield a full-bodied tea with a smooth finish - Georgina Durnford - Master Blender. Explore the entire world of Twinings 100% Pure Black Teas. Enjoy all 50+ varieties of Twinings Premium Teas. Black. Green. Herbal. Chai. K-Cup Packs. Organic & Fair Trade Certified Cold Brewed Iced Tea. To discover more about these fine teas, please visit us at www.twiningsusa.com. The Twinings of London Story: In 1706, Thomas Twining began selling fine tea from an English storefront in The Strand, London. Today, Twinings continues to sell some of the world's best teas from the original store and in more than 100 countries throughout the world. Find out about our membership of: www.ethicalteapartnership.org working for a responsible tea industry. Over 300 years of experience.	http://www.publix.com/images/products/315000/315035-600x600-A.jpg		Fine Black Tea Expertly Selected from Kenya, Indonesia, Assam and China.	
Celestial Seasonings Sleepytime Green Tea, Blackberry Pomegranate, Decaf, Bags	20 tea bags [1.1 oz (31 g)]	Excellent antioxidant source (20% DV vitamin C per serving). Blended with Care from Seed to Sip: Responsible sourcing. We purchase most of our ingredients directly from the farming communities that grow them. Quality ingredients. We blend our teas from the finest ingredients with no artificial flavors, colors or preservatives. Sustainable packaging. We use tea bags without strings, tags or staples, keeping tons of material out of landfills every year. Learn more at celestialseasonings.com/csr. Printed on 100% recycled paperboard (35% post-consumer content). Please use number in all correspondence related to this product. We know you'll love this tea! Tell us what you think: 1-800-351-8175; www.celestialseasonings.com. Blendmaster's Notes: Smooth decaf green tea, fragrant jasmine and lively lemon flavor meet our time-honored Sleepytime blend of chamomile, spearmint and lemongrass. We've also added antioxidant vitamin C to support your everyday wellness. - Charlie Baden, Celestial Seasonings Blendmaster. Decaffeinated. Gluten free. Sleepytime - A Bedtime Story: Back in 1972, we saw the need for a truly soothing tea to help calm the nervous world around us. So we created our most relaxing tea, gave it a uniquely calming name and decorated it with a simple drawing of a peacefully sleeping bear. Since then, we've served up nearly 2 billion cups of our comforting Sleepytime herbal, green and wellness teas - helping the whole world unwind! There is a time for many words, and there is also a time for sleep. - Homer. Blended in Boulder, CO.Show Lessrinted on 100% recycled paperboard (35% post-consumer content). Please use number in all correspondence related to this product. We know you'll love this tea! Tell us what you think: 1-800-351-8175; www.celestialseasonings.com. Blendmaster's Notes: Smooth decaf green tea, fragrant jasmine and lively lemon flavor meet our time-honored Sleepytime blend of chamomile, spearmint and lemongrass. We've also added antioxidant vitamin C to support your everyday wellness. - Charlie Baden, Celestial Seasonings Blendmaster. Decaffeinated. Gluten free. Sleepytime - A Bedtime Story: Back in 1972, we saw the need for a truly soothing tea to help calm the nervous world around us. So we created our most relaxing tea, gave it a uniquely calming name and decorated it with a simple drawing of a peacefully sleeping bear. Since then, we've served up nearly 2 billion cups of our comforting Sleepytime herbal, green and wellness teas - helping the whole world unwind! There is a time for many words, and there is also a time for sleep. - Homer. Blended in Boulder, CO.	http://www.publix.com/images/products/715000/716807-600x600-A.jpg	Nutrition Facts Serving Size 1 Bag(s) (2g) Servings Per Container 20 Amount Per Serving Calories from Fat 0 Calories 0 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 0% Sodium 0mg 0% Total Carbohydrates 0g 0% Dietary Fiber 0g Sugars 0g Protein 0g 0% Vitamin A 20% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Chamomile, Decaffeinated Green Tea, Spearmint, Lemongrass, Natural Blackberry And Pomegranate Flavors With Other Natural Flavors, Tilia Flowers, Orange Blossoms, Hawthorn, Ascorbic Acid (Vitamin C), Pomegranates And Rosebuds.	
Caribbean Sun Jamaican Tea, Fever Grass, Lemon Grass Tea	24 ct Box		http://www.publix.com/images/static/NoImage/No-image-product_328x328.jpg	Nutrition Facts Serving Size 1 Bag(s) (38g) Servings Per Container 24 Amount Per Serving Calories from Fat 0 Calories 0 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 0% Sodium 0mg 0% Total Carbohydrates 1g 4% Dietary Fiber 1g Sugars 0g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g		
Twinings Herbal Tea, Camomile, Honey & Vanilla, Bags	20 tea bags [1.13 oz (32 g)]	100% natural ingredients. A soothing herbal tea made with chamomile and the slightly sweet flavours of honey & vanilla. Naturally caffeine free. By appointment to Her Majesty Queen Elizabeth II. Tea and Coffee Merchants R. Twining and Company Limited, London. Est. 1706. Individual tea bags sealed for freshness. A soothing herbal tea expertly blended with pure chamomile and the naturally sweet flavours of honey and vanilla to deliver a smooth tea with a creamy aroma and velvety taste. Herbal Teas: Fresh, flavourful & aromatic. For over 300 years, Twinings has been sourcing and blending the finest, high-quality teas from around the globe to ensure that your tea has the perfect balance of tea taste, flavour and aroma. Twinings blends to perfection the finest herbs, fruits and spices to give you a line of great-tasting herbal teas with mouth-watering flavours, fresh tastes and irresistable aromas. Whatever your mood - there's a blend for every occasion. The Twinings Story: In 1706 Thomas Twining began selling fine tea from an English storefront in The Strand, London. Today, Twinings still sells some of the world's best teas from the original store and in more than 100 countries throughout the world. Enjoy all of Twinings Premium Teas. Herbals: Caffeine free herbal & fruit flavour blends. To discover more about these fine teas, please visit us at www.twiningusa.com. For questions or comments, please contact us at: Twinings North America, Inc., 777 Passaic Avenue, Clifton, NJ 07012; www.twiningsusa.com or call us at 1-800-803-6695. Blended and packed by R. Twining and Company Limited, London, WC2R 1AP, England. Product of Germany, Poland, Egypt and Chile.Show LessTeas: Fresh, flavourful & aromatic. For over 300 years, Twinings has been sourcing and blending the finest, high-quality teas from around the globe to ensure that your tea has the perfect balance of tea taste, flavour and aroma. Twinings blends to perfection the finest herbs, fruits and spices to give you a line of great-tasting herbal teas with mouth-watering flavours, fresh tastes and irresistable aromas. Whatever your mood - there's a blend for every occasion. The Twinings Story: In 1706 Thomas Twining began selling fine tea from an English storefront in The Strand, London. Today, Twinings still sells some of the world's best teas from the original store and in more than 100 countries throughout the world. Enjoy all of Twinings Premium Teas. Herbals: Caffeine free herbal & fruit flavour blends. To discover more about these fine teas, please visit us at www.twiningusa.com. For questions or comments, please contact us at: Twinings North America, Inc., 777 Passaic Avenue, Clifton, NJ 07012; www.twiningsusa.com or call us at 1-800-803-6695. Blended and packed by R. Twining and Company Limited, London, WC2R 1AP, England. Product of Germany, Poland, Egypt and Chile.	http://www.publix.com/images/products/815000/819987-600x600-A.jpg	Nutrition Facts Serving Size 1 Package(s) (2g) Servings Per Container 20 Amount Per Serving Calories from Fat 0 Calories 0 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 0% Sodium 0mg 0% Total Carbohydrates 0g 0% Dietary Fiber 0g Sugars 0g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Chamomile, Natural Vanilla And Honey Flavours With Other Natural Flavours.	
Red Rose Black Tea, Full Flavored, Naturally Decaffeinated, Tea Bags	48 bags [3.25 oz (92 g)]	Fine teas. Since 1890. New look, same great taste. Specially blended. Enjoy the natural goodness of black tea. Love in every cup. Taste the love in every cup. Red Rose is blended with care to create a perfectly balanced, great-tasting tea. For more than 100 years, we have been passionate about what we do, and from that passion comes this naturally decaffeinated tea that preserves the full flavor of the finest teas from premier mountain estates around the world. We are committed to sharing our love for tea with you. So when you sit down with a cup of Red Rose Tea, savor the aroma and taste the love in every cup. The Passion Continues: We are proud to offer a full line of perfectly balanced classic teas including English Breakfast, Earl Grey and Irish Breakfast. And for a delicious decaffeinated classic tea, try our Naturally Decaffeinated English Breakfast. Red Rose has the perfect tea for every occasion. A gluten-free food. Please Visit Us at: www.redrosetea.com or write to: Redco Foods, Inc. One Hansen Island, Little Falls, NY 13365. Consumer Relations: (877) 248-2477. Follow us on: Facebook; Twitter; Instagram.Show Lessve for tea with you. So when you sit down with a cup of Red Rose Tea, savor the aroma and taste the love in every cup. The Passion Continues: We are proud to offer a full line of perfectly balanced classic teas including English Breakfast, Earl Grey and Irish Breakfast. And for a delicious decaffeinated classic tea, try our Naturally Decaffeinated English Breakfast. Red Rose has the perfect tea for every occasion. A gluten-free food. Please Visit Us at: www.redrosetea.com or write to: Redco Foods, Inc. One Hansen Island, Little Falls, NY 13365. Consumer Relations: (877) 248-2477. Follow us on: Facebook; Twitter; Instagram.	http://www.publix.com/images/products/360000/361477-600x600-A.jpg	Nutrition Facts Serving Size 1 tea bag (1.9g) Servings Per Container 1 Amount Per Serving Calories from Fat 0 Calories 0 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0% Sodium 0mg 0% Total Carbohydrates 0g 0% Dietary Fiber Sugars 0g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Decaffeinated Orange Pekoe & Pekoe Cut Black Tea.	
Badia Tea, Linden Leaves, No Caffeine, Tea Bags	25 - 0.045 oz (1.3 g) bags		http://www.publix.com/images/products/870000/870704-600x600-A.jpg	Nutrition Facts Serving Size 1 Bag(s) (2g) Servings Per Container 25 Amount Per Serving Calories from Fat 0 Calories 0 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 0% Sodium 0mg 0% Total Carbohydrates 0g 0% Dietary Fiber 0g Sugars 0g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Linden Leaves (Tilia Officinalis) & Orange Leaves.	
Caribbean Sunshine Tea, Jamaican Peppermint, Sachets	24 sachets [1.09 oz (31.2 g)]		http://www.publix.com/images/products/930000/934397-600x600-A.jpg			
Celestial Seasonings Herbal Tea, Lemon Zinger, Caffeine Free, Bags	20 tea bags [1.7 oz (47 g)]	Blended with Care from Seed to Sip: Responsible sourcing. We purchase most of our ingredients from the farming communities that grow them. Quality ingredients. We blend our teas from the finest ingredients, with no artificial flavors, colors or preservatives. Sustainable packaging. We use tea bags without strings, tags or staples, keeping tons of material out of landfills every year. Learn more at celestialseasonings.com/csr. Printed on 100% recycled paperboard (35% post-consumer content). We know you'll love this tea! Tell us what you think: 1-800-351-8175; www.celestialseasonings.com. Blendmaster's Notes: In this classic brew, we blend real lemons and lively Guatemalan lemongrass with hibiscus, the vibrant tropical flower that gives all Zinger teas their signature tangy taste and ruby-red color. It's a bright tea that's perfect in any weather. - Charlie Baden, Celestial Seasonings Blendmaster. Caffeine free herbal tea. Gluten free. A Tasteful Heritage: The story of Celestial Seasonings starts back in 1969. We started our picking fresh herbs from the fields and forests of the Rocky Mountains and carefully blending them to create uniquely delicious teas. Today, we offer more than 100 different varieties made with no artificial flavors, colors or preservatives - just the very best herbs, teas, spices and botanicals, always blended with care. But the fruit that can fall without shaking indeed is too mellow for me. - Lady Mary Wortley Montagu. Blended in Boulder, CO.Show Lessow you'll love this tea! Tell us what you think: 1-800-351-8175; www.celestialseasonings.com. Blendmaster's Notes: In this classic brew, we blend real lemons and lively Guatemalan lemongrass with hibiscus, the vibrant tropical flower that gives all Zinger teas their signature tangy taste and ruby-red color. It's a bright tea that's perfect in any weather. - Charlie Baden, Celestial Seasonings Blendmaster. Caffeine free herbal tea. Gluten free. A Tasteful Heritage: The story of Celestial Seasonings starts back in 1969. We started our picking fresh herbs from the fields and forests of the Rocky Mountains and carefully blending them to create uniquely delicious teas. Today, we offer more than 100 different varieties made with no artificial flavors, colors or preservatives - just the very best herbs, teas, spices and botanicals, always blended with care. But the fruit that can fall without shaking indeed is too mellow for me. - Lady Mary Wortley Montagu. Blended in Boulder, CO.	http://www.publix.com/images/products/360000/364523-600x600-A.jpg			
Twinings Origins Black Tea, Darjeeling, Bags	20 bags [1.41 oz (40 g)]		http://www.publix.com/images/products/300000/303592-600x600-A.jpg	Nutrition Facts Serving Size 1 Package(s) (2g) Servings Per Container 20 Amount Per Serving Calories from Fat 0 Calories 0 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 0% Sodium 0mg 0% Total Carbohydrates 0g 0% Dietary Fiber 0g Sugars 0g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Black Tea.	
Badia Tea, Star Anise, No Caffeine, Bags	10 - 0.045 oz (1.3 g) tea bags		http://www.publix.com/images/products/425000/428229-600x600-A.jpg		Star Anise Tea.	
